idhh	idperson	idorighh	idorigperson	idpartner	idmother	idfather	dct	drgn1	drgn2	dwt	drgur	dag	dgn	dms	dec	deh	dey	les	yem	yse	dra	yiy	ypt	yprrt	poa	bot_s	bfa02_s	bdioa_s	bchmt_s	bun_s	tin_s	tscee_s	tscse_s	tscot_s	tscer_s	ils_dispy	ils_origy	ils_earns	ils_benmt	ils_bennt	ils_ben	ils_bensim	ils_tax	ils_taxsim	ils_sicdy	ils_sicer	ils_sicee	ils_sicse	ils_pen	ils_b1_bun	ils_b2_bfaed	ils_b2_bsaho	ils_b2_penhl	sid_h
407	40707	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
408	40801	0	0	40802	40803	40804	0	0	0	1	0	37	1	2	0	2	0	3	4060	0	0	0	0	0	0	0	0	0	0	0	83,85	404,58	0	0	812	3571,57	4060	4060	0	0	0	0	83,85	83,85	1216,58	812	404,58	0	0	0	0	0	0	1613066279
408	40802	0	0	40801	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
408	40803	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
408	40804	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
408	40805	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
408	40806	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
408	40807	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
409	40901	0	0	40902	40903	40904	0	0	0	1	0	37	1	2	0	2	0	3	4070	0	0	0	0	0	0	0	0	0	0	0	84,89	405,98	0	0	814	3579,14	4070	4070	0	0	0	0	84,89	84,89	1219,98	814	405,98	0	0	0	0	0	0	1613066279
409	40902	0	0	40901	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
409	40903	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
409	40904	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
409	40905	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
409	40906	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
409	40907	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
410	41001	0	0	41002	41003	41004	0	0	0	1	0	37	1	2	0	2	0	3	4080	0	0	0	0	0	0	0	0	0	0	0	85,92	407,38	0	0	816	3586,7	4080	4080	0	0	0	0	85,92	85,92	1223,38	816	407,38	0	0	0	0	0	0	1613066279
410	41002	0	0	41001	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
410	41003	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
410	41004	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
410	41005	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
410	41006	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
410	41007	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
411	41101	0	0	41102	41103	41104	0	0	0	1	0	37	1	2	0	2	0	3	4090	0	0	0	0	0	0	0	0	0	0	0	86,95	408,78	0	0	818	3594,27	4090	4090	0	0	0	0	86,95	86,95	1226,78	818	408,78	0	0	0	0	0	0	1613066279
411	41102	0	0	41101	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
411	41103	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
411	41104	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
411	41105	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
411	41106	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
411	41107	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
412	41201	0	0	41202	41203	41204	0	0	0	1	0	37	1	2	0	2	0	3	4100	0	0	0	0	0	0	0	0	0	0	0	87,98	410,18	0	0	820	3601,84	4100	4100	0	0	0	0	87,98	87,98	1230,18	820	410,18	0	0	0	0	0	0	1613066279
412	41202	0	0	41201	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
412	41203	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
412	41204	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
412	41205	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
412	41206	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
412	41207	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
413	41301	0	0	41302	41303	41304	0	0	0	1	0	37	1	2	0	2	0	3	4110	0	0	0	0	0	0	0	0	0	0	0	89,01	411,58	0	0	822	3609,41	4110	4110	0	0	0	0	89,01	89,01	1233,58	822	411,58	0	0	0	0	0	0	1613066279
413	41302	0	0	41301	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
413	41303	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
413	41304	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
413	41305	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
413	41306	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
413	41307	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
414	41401	0	0	41402	41403	41404	0	0	0	1	0	37	1	2	0	2	0	3	4120	0	0	0	0	0	0	0	0	0	0	0	90,05	412,98	0	0	824	3616,98	4120	4120	0	0	0	0	90,05	90,05	1236,98	824	412,98	0	0	0	0	0	0	1613066279
414	41402	0	0	41401	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
414	41403	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
414	41404	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
414	41405	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
414	41406	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
414	41407	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
415	41501	0	0	41502	41503	41504	0	0	0	1	0	37	1	2	0	2	0	3	4130	0	0	0	0	0	0	0	0	0	0	0	91,08	414,38	0	0	826	3624,54	4130	4130	0	0	0	0	91,08	91,08	1240,38	826	414,38	0	0	0	0	0	0	1613066279
415	41502	0	0	41501	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
415	41503	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
415	41504	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
415	41505	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
415	41506	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
415	41507	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
416	41601	0	0	41602	41603	41604	0	0	0	1	0	37	1	2	0	2	0	3	4140	0	0	0	0	0	0	0	0	0	0	0	92,11	415,78	0	0	828	3632,11	4140	4140	0	0	0	0	92,11	92,11	1243,78	828	415,78	0	0	0	0	0	0	1613066279
416	41602	0	0	41601	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
416	41603	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
416	41604	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
416	41605	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
416	41606	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
416	41607	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
417	41701	0	0	41702	41703	41704	0	0	0	1	0	37	1	2	0	2	0	3	4150	0	0	0	0	0	0	0	0	0	0	0	93,14	417,18	0	0	830	3639,68	4150	4150	0	0	0	0	93,14	93,14	1247,18	830	417,18	0	0	0	0	0	0	1613066279
417	41702	0	0	41701	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
417	41703	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
417	41704	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
417	41705	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
417	41706	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
417	41707	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
418	41801	0	0	41802	41803	41804	0	0	0	1	0	37	1	2	0	2	0	3	4160	0	0	0	0	0	0	0	0	0	0	0	94,17	418,58	0	0	832	3647,25	4160	4160	0	0	0	0	94,17	94,17	1250,58	832	418,58	0	0	0	0	0	0	1613066279
418	41802	0	0	41801	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
418	41803	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
418	41804	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
418	41805	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
418	41806	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
418	41807	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
419	41901	0	0	41902	41903	41904	0	0	0	1	0	37	1	2	0	2	0	3	4170	0	0	0	0	0	0	0	0	0	0	0	95,21	419,98	0	0	834	3654,82	4170	4170	0	0	0	0	95,21	95,21	1253,98	834	419,98	0	0	0	0	0	0	1613066279
419	41902	0	0	41901	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
419	41903	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
419	41904	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
419	41905	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
419	41906	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
419	41907	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
420	42001	0	0	42002	42003	42004	0	0	0	1	0	37	1	2	0	2	0	3	4180	0	0	0	0	0	0	0	0	0	0	0	96,24	421,38	0	0	836	3662,38	4180	4180	0	0	0	0	96,24	96,24	1257,38	836	421,38	0	0	0	0	0	0	1613066279
420	42002	0	0	42001	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
420	42003	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
420	42004	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
420	42005	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
420	42006	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
420	42007	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
421	42101	0	0	42102	42103	42104	0	0	0	1	0	37	1	2	0	2	0	3	4190	0	0	0	0	0	0	0	0	0	0	0	97,27	422,78	0	0	838	3669,95	4190	4190	0	0	0	0	97,27	97,27	1260,78	838	422,78	0	0	0	0	0	0	1613066279
421	42102	0	0	42101	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
421	42103	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
421	42104	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
421	42105	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
421	42106	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
421	42107	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
422	42201	0	0	42202	42203	42204	0	0	0	1	0	37	1	2	0	2	0	3	4200	0	0	0	0	0	0	0	0	0	0	0	98,3	424,18	0	0	840	3677,52	4200	4200	0	0	0	0	98,3	98,3	1264,18	840	424,18	0	0	0	0	0	0	1613066279
422	42202	0	0	42201	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
422	42203	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
422	42204	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
422	42205	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
422	42206	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
422	42207	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
423	42301	0	0	42302	42303	42304	0	0	0	1	0	37	1	2	0	2	0	3	4210	0	0	0	0	0	0	0	0	0	0	0	99,33	425,58	0	0	842	3685,09	4210	4210	0	0	0	0	99,33	99,33	1267,58	842	425,58	0	0	0	0	0	0	1613066279
423	42302	0	0	42301	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
423	42303	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
423	42304	0	0	0	0	0	0	0	0	1	0	66	1	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
423	42305	0	0	0	0	0	0	0	0	1	0	15	1	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
423	42306	0	0	0	0	0	0	0	0	1	0	13	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
423	42307	0	0	0	0	0	0	0	0	1	0	8	0	1	3	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
424	42401	0	0	42402	42403	42404	0	0	0	1	0	37	1	2	0	2	0	3	4220	0	0	0	0	0	0	0	0	0	0	0	100,37	426,98	0	0	844	3692,66	4220	4220	0	0	0	0	100,37	100,37	1270,98	844	426,98	0	0	0	0	0	0	1613066279
424	42402	0	0	42401	0	0	0	0	0	1	0	28	0	2	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
424	42403	0	0	0	0	0	0	0	0	1	0	65	0	2	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613066279
